Time X Y Z
0. -2.3076923076923066 -7.5 -11.46089965397924
0.00025 -2.320920955891615 -7.513863537310527 -11.459630094373889
0.0005 -2.3341592627182255 -7.5277201500701025 -11.458329895306772
0.00075 -2.347407167512014 -7.541569790804561 -11.456999039503978
0.001 -2.36066460957656 -7.555412412048287 -11.455637509879685
0.00125 -2.373931528179548 -7.569247966344374 -11.454245289536233
0.0015 -2.387207862553207 -7.583076406244884 -11.452822361764152
0.00175 -2.4004935518947144 -7.596897684311 -11.451368710042262
0.002 -2.4137885353665927 -7.610711753113234 -11.44988431803769
0.0022500000000000003 -2.4270927520971544 -7.62451856523164 -11.448369169606003
0.0025 -2.440406141180904 -7.638318073255985 -11.446823248791173
0.00275 -2.4537286416789414 -7.652110229785972 -11.445246539825733
0.003 -2.467060192619398 -7.665894987431416 -11.443639027130754
0.0032500000000000003 -2.4804007329978175 -7.679672298812452 -11.442000695315969
0.0035 -2.493750201777621 -7.693442116559732 -11.440331529179762
0.00375 -2.507108537890467 -7.707204393314635 -11.438631513709264
0.004 -2.520475680236699 -7.72095908172944 -11.436900634080416
0.00425 -2.5338515676857387 -7.734706134467544 -11.435138875657971
0.0045000000000000005 -2.5472361390765217 -7.748445504203655 -11.433346223995592
0.00475 -2.560629333217893 -7.762177143623978 -11.431522664835857
0.005 -2.5740310888890243 -7.7759010054264515 -11.429668184110358
0.00525 -2.5874413448398292 -7.7896170423208915 -11.427782767939688
0.0055 -2.6008600397913737 -7.803325207029239 -11.42586640263355
0.00575 -2.6142871124362963 -7.817025452285737 -11.423919074690726
0.006 -2.6277225014392074 -7.830717730837119 -11.421940770799198
0.00625 -2.6411661454371096 -7.844401995442839 -11.419931477836126
0.006500000000000001 -2.654617983039803 -7.858078198875241 -11.417891182867912
0.00675 -2.668077952830323 -7.871746293919777 -11.415819873150255
0.007 -2.6815459933653067 -7.885406233375194 -11.413717536128155
0.00725 -2.6950220431754417 -7.899057970053752 -11.41158415943596
0.0075 -2.7085060407658714 -7.912701456781387 -11.409419730897417
0.00775 -2.721997924616588 -7.926336646397977 -11.407224238525702
0.008 -2.7354976331828658 -7.939963491757462 -11.404997670523414
0.00825 -2.749005104895654 -7.95358194572811 -11.402740015282653
0.0085 -2.7625202781620066 -7.96719196119266 -11.400451261385033
0.00875 -2.7760430913654712 -7.980793491048594 -11.3981313976017
0.009000000000000001 -2.7895734828665137 -7.994386488208257 -11.39578041289336
0.00925 -2.8031113910029335 -8.007970905599134 -11.393398296410346
0.0095 -2.816656754090249 -8.021546696163982 -11.390985037492564
0.00975 -2.8302095104221383 -8.035113812861074 -11.388540625669576
0.01 -2.8437695982708235 -8.04867220866439 -11.386065050660628
0.01025 -2.8573369558874964 -8.062221836563822 -11.383558302374606
0.0105 -2.8709115215027152 -8.07576264956537 -11.381020370910141
0.010750000000000001 -2.8844932333268245 -8.089294600691312 -11.378451246555546
0.011 -2.898082029550355 -8.102817642980481 -11.375850919788899
0.01125 -2.91167784834445 -8.116331729488405 -11.373219381278027
0.0115 -2.925280627861241 -8.129836813287515 -11.370556621880503
0.01175 -2.9388903062342773 -8.143332847467347 -11.36786263264369
0.012 -2.952506821578945 -8.156819785134791 -11.365137404804756
0.01225 -2.9661301119928467 -8.170297579414225 -11.36238092979066
0.0125 -2.9797601155562226 -8.183766183447746 -11.35959319921816
0.012750000000000001 -2.9933967703323674 -8.197225550395395 -11.356774204893854
0.013000000000000001 -3.0070400143680267 -8.210675633435319 -11.353923938814162
0.01325 -3.020689785693788 -8.224116385763985 -11.351042393165322
0.0135 -3.0343460223245278 -8.237547760596403 -11.348129560323422
0.01375 -3.0480086622597655 -8.25096971116631 -11.345185432854391
0.014 -3.061677643484132 -8.264382190726371 -11.342210003513989
0.01425 -3.075352903967702 -8.277785152548386 -11.33920326524781
0.0145 -3.0890343816664654 -8.2911785499235 -11.336165211191327
0.014750000000000001 -3.1027220145226924 -8.304562336162384 -11.33309583466981
0.015 -3.1164157404653587 -8.317936464595457 -11.329995129198394
0.01525 -3.130115497410532 -8.331300888573095 -11.326863088482021
0.0155 -3.1438212232617953 -8.344655561465816 -11.323699706415491
0.01575 -3.1575328559106386 -8.35800043666447 -11.32050497708339
0.016 -3.1712503332368702 -8.371335467580485 -11.317278894760138
0.01625 -3.18497359310901 -8.384660607646039 -11.314021453909952
0.0165 -3.198702573384704 -8.397975810314257 -11.310732649186853
0.01675 -3.212437211911106 -8.411281029059456 -11.307412475434605
0.017 -3.226177446525334 -8.424576217377279 -11.3040609276868
0.01725 -3.239923215054802 -8.437861328784981 -11.300678001166721
0.0175 -3.2536744553176637 -8.45113631682155 -11.297263691287426
0.017750000000000002 -3.2674311051232126 -8.46440113504798 -11.293817993651688
0.018000000000000002 -3.2811931022722653 -8.477655737047439 -11.290340904051979
0.01825 -3.2949603845575886 -8.490900076425458 -11.286832418470464
0.0185 -3.3087328897642756 -8.50413410681017 -11.283292533078956
0.01875 -3.3225105556701626 -8.517357781852507 -11.279721244238939
0.019 -3.3362933200462264 -8.530571055226371 -11.27611854850149
0.01925 -3.350081120656972 -8.543773880628882 -11.272484442607295
0.0195 -3.3638738952608467 -8.55696621178055 -11.26881892348661
0.01975 -3.3776715816106386 -8.5701480024255 -11.265121988259242
0.02 -3.3914741174538703 -8.58331920633165 -11.261393634234498
0.02025 -3.4052814405332033 -8.596479777290943 -11.257633858911205
0.0205 -3.419093488586821 -8.60962966911954 -11.253842659977614
0.02075 -3.4329101993488527 -8.622768835658013 -11.250020035311437
