Time X Y Z
0. -7.5 2.30769230769231 -8.139100346020761
0.00025 -7.489370334155889 2.2964090138235584 -8.140339274165823
0.0005 -7.47874739763672 2.2851116006251004 -8.141547553196888
0.00075 -7.468131232831724 2.273800131973676 -8.14272516219137
0.001 -7.45752188212903 2.2624746717905895 -8.143872080420522
0.00125 -7.446919387915479 2.2511352840412577 -8.144988287349499
0.0015 -7.436323792576433 2.239782032734779 -8.146073762637437
0.00175 -7.425735138495577 2.228414981923466 -8.147128486137513
0.002 -7.415153468054734 2.217034195702455 -8.14815243789703
0.0022500000000000003 -7.404578823633679 2.2056397382092108 -8.149145598157428
0.0025 -7.39401124760993 2.1942316736231104 -8.150107947354455
0.00275 -7.383450782358598 2.1828100661650156 -8.151039466118084
0.003 -7.3728974702521235 2.1713749800968114 -8.15194013527274
0.0032500000000000003 -7.362351353660167 2.159926479720973 -8.152809935837235
0.0035 -7.35181247494936 2.148464629380125 -8.153648849024849
0.00375 -7.341280876483133 2.1369894934566083 -8.154456856243467
0.004 -7.330756600621525 2.1255011363720246 -8.155233939095522
0.00425 -7.320239689720992 2.1139996225868143 -8.155980079378155
0.0045000000000000005 -7.309730186134198 2.1024850165998092 -8.156695259083174
0.00475 -7.299228132209839 2.0909573829477934 -8.157379460397204
0.005 -7.288733570292461 2.0794167862050514 -8.15803266570164
0.00525 -7.278246542722229 2.067863290982966 -8.158654857572783
0.0055 -7.267767091834776 2.056296961929521 -8.159246018781838
0.00575 -7.257295259960973 2.044717863728934 -8.159806132294976
0.006 -7.246831089426768 2.0331260611011497 -8.160335181273377
0.00625 -7.236374622552953 2.0215216188014518 -8.160833149073301
0.006500000000000001 -7.225925901655036 2.0099046016199926 -8.161300019246072
0.00675 -7.21548496904296 1.9982750743813722 -8.161735775538178
0.007 -7.205051867020989 1.9866331019442005 -8.162140401891305
0.00725 -7.19462663788744 1.9749787492006456 -8.162513882442356
0.0075 -7.184209323934561 1.9633120810760132 -8.162856201523471
0.00775 -7.173799967448282 1.951633162528297 -8.16316734366212
0.008 -7.163398610708057 1.9399420585477438 -8.163447293581106
0.00825 -7.153005295986631 1.9282388341564294 -8.163696036198601
0.0085 -7.142620065549875 1.9165235544078016 -8.163913556628177
0.00875 -7.1322429616565834 1.9047962843862616 -8.16409984017885
0.009000000000000001 -7.1218740265582685 1.893057089206712 -8.164254872355093
0.00925 -7.111513302498979 1.8813060340141359 -8.164378638856881
0.0095 -7.101160831715099 1.8695431839831413 -8.164471125579723
0.00975 -7.090816656435141 1.8577686043175619 -8.164532318614663
0.01 -7.080480818879564 1.8459823602499692 -8.164562204248345
0.01025 -7.0701533612605765 1.834184517041278 -8.164560768962994
0.0105 -7.059834325781926 1.822375139980307 -8.164527999436462
0.010750000000000001 -7.04952375463872 1.8105542943833302 -8.164463882542265
0.011 -7.039221690017214 1.7987220455936348 -8.164368405349567
0.01125 -7.028928174094633 1.7868784589811257 -8.164241555123226
0.0115 -7.018643249038953 1.775023599941845 -8.164083319323813
0.01175 -7.008366957008715 1.7631575338975742 -8.163893685607595
0.012 -6.99809934015283 1.7512803262953667 -8.163672641826594
0.01225 -6.987840440610375 1.7393920426071496 -8.16342017602858
0.0125 -6.977590300510409 1.7274927483292772 -8.163136276457085
0.012750000000000001 -6.967348961971737 1.7155825089820798 -8.162820931551403
0.013000000000000001 -6.957116467102775 1.7036613901094553 -8.162474129946625
0.01325 -6.946892858001288 1.6917294572784263 -8.162095860473626
0.0135 -6.936678176754235 1.6797867760787117 -8.161686112159094
0.01375 -6.926472465437561 1.6678334121222953 -8.161244874225513
0.014 -6.916275766115977 1.6558694310429867 -8.160772136091163
0.01425 -6.906088120842786 1.6438948984959942 -8.160267887370178
0.0145 -6.89590957165968 1.6319098801575003 -8.159732117872482
0.014750000000000001 -6.885740160596534 1.6199144417242262 -8.15916481760381
0.015 -6.875579929671215 1.6079086489129852 -8.158565976765733
0.01525 -6.865428920889364 1.5958925674602922 -8.157935585755652
0.0155 -6.85528717624423 1.583866263121883 -8.157273635166744
0.01575 -6.84515473771644 1.5718298016723415 -8.156580115788032
0.016 -6.835031647273814 1.559783248904612 -8.155855018604322
0.01625 -6.82491794687117 1.54772667062961 -8.155098334796234
0.0165 -6.814813678450102 1.5356601326757795 -8.154310055740163
0.01675 -6.804718883938802 1.5235837008886701 -8.153490173008313
0.017 -6.794633605251865 1.5114974411305009 -8.152638678368621
0.01725 -6.784557884290058 1.4994014192797411 -8.15175556378482
0.0175 -6.7744917629401495 1.487295701230667 -8.150840821416386
0.017750000000000002 -6.764435283074712 1.4751803528929543 -8.149894443618493
0.018000000000000002 -6.754388486551872 1.4630554401912486 -8.148916422942083
0.01825 -6.744351415215181 1.45092102906472 -8.147906752133766
0.0185 -6.734324110893367 1.4387771854666607 -8.146865424135846
0.01875 -6.72430661540015 1.426623975364035 -8.145792432086312
0.019 -6.71429897053403 1.4144614647370806 -8.14468776931875
0.01925 -6.704301218078095 1.4022897195788546 -8.143551429362418
0.0195 -6.694313399799823 1.390108805894831 -8.142383405942155
0.01975 -6.684335557450882 1.3779187897024752 -8.141183692978363
0.02 -6.6743677327669175 1.3657197370307919 -8.139952284587006
0.02025 -6.664409967467357 1.3535117139199386 -8.138689175079593
0.0205 -6.654462303255211 1.3412947864207752 -8.137394358963089
0.02075 -6.644524781816863 1.3290690205944602 -8.136067830939963
0.021 -6.634597444821888 1.3168344825119949 -8.134709585908098
0.02125 -6.624680333922829 1.304591238253853 -8.133319618960797
0.021500000000000002 -6.614773490754993 1.2923393539095076 -8.13189792538672
0.021750000000000002 -6.604876956936284 1.28007889557703 -8.130444500669888
0.022 -6.594990774066951 1.2678099293626743 -8.128959340489613
0.02225 -6.585114983729428 1.2555325213804567 -8.127442440720467
0.0225 -6.57524962748812 1.2432467377517096 -8.125893797432257
0.02275 -6.565394746889168 1.2309526446046841 -8.124313406890002
0.023 -6.55555038346031 1.2186503080741322 -8.122701265553836
0.02325 -6.5457165787106195 1.206339794300872 -8.121057370079027
0.0235 -6.535893374130336 1.1940211694313816 -8.119381717315893
0.02375 -6.526080811190656 1.1816944996173655 -8.117674304309793
0.024 -6.516278931343519 1.1693598510153445 -8.11593512830105
0.02425 -6.506487776021424 1.157017289786245 -8.114164186724919
0.0245 -6.496707386637211 1.1446668820949626 -8.112361477211547
0.02475 -6.486937804583867 1.1323086941099594 -8.110526997585907
0.025 -6.4771790712343105 1.1199427920028393 -8.108660745867759
0.02525 -6.467431227941216 1.1075692419479375 -8.106762720271599
0.025500000000000002 -6.457694316036774 1.0951881101218874 -8.104832919206611
0.025750000000000002 -6.4479683768325184 1.082799462703242 -8.10287134127658
0.026000000000000002 -6.438253451619097 1.0704033658720054 -8.100877985279919
0.02625 -6.4285495816661085 1.0579998858092625 -8.098852850209486
0.0265 -6.418856808221852 1.0455890886967327 -8.096795935252654
0.02675 -6.409175172513152 1.0331710407163868 -8.094707239791187
0.027 -6.399504715745145 1.0207458080500076 -8.092586763401158
0.02725 -6.389845479101092 1.0083134568787746 -8.090434505852969
0.0275 -6.380197503742146 0.9958740533828726 -8.088250467111198
0.02775 -6.370560830807177 0.983427663741065 -8.08603464733461
0.028 -6.360935501412547 0.9709743541302716 -8.083787046876045
0.02825 -6.351321556651909 0.9585141907251764 -8.081507666282368
0.0285 -6.341719037596047 0.946047239697809 -8.079196506294407
0.02875 -6.332127985292574 0.9335735672171286 -8.076853567846893
0.029 -6.322548440765841 0.9210932394486111 -8.074478852068344
0.02925 -6.312980445016661 0.9086063225538437 -8.072072360281059
0.029500000000000002 -6.303424039022119 0.8961128826901175 -8.069634094001016
0.029750000000000002 -6.293879263735389 0.8836129860100241 -8.067164054937763
0.03 -6.284346160085502 0.8711066986610083 -8.064662244994429
0.03025 -6.274824768977158 0.858594086785027 -8.062128666267574
0.0305 -6.265315131290536 0.8460752165180745 -8.059563321047138
0.03075 -6.255817287881046 0.8335501539898065 -8.056966211816366
0.031 -6.246331279579159 0.8210189653231414 -8.054337341251735
