Time X Y Z
0. 3.46153846153846 -5. -7.848780487804877
0.00025 3.475244078863696 -5.008480280923018 -7.848345857352535
0.0005 3.4889395237241847 -5.01697267875967 -7.847883309491618
0.00075 3.5026247536006876 -5.025477137178405 -7.847392823554262
0.001 3.5162997259849917 -5.033993599798586 -7.846874379058977
0.00125 3.52996439838005 -5.042522010190837 -7.846327955710733
0.0015 3.5436187283002187 -5.051062311877532 -7.84575353340102
0.00175 3.5572626732713544 -5.0596144483331855 -7.845151092207961
0.002 3.5708961908310384 -5.068178362984869 -7.844520612396363
0.0022500000000000003 3.5845192385287517 -5.076753999212637 -7.843862074417805
0.0025 3.5981317739260374 -5.085341300349961 -7.843175458910728
0.00275 3.6117337545966572 -5.093940209684117 -7.842460746700477
0.003 3.6253251381267955 -5.1025506704566395 -7.8417179187994375
0.0032500000000000003 3.6389058821152376 -5.111172625863719 -7.840946956407042
0.0035 3.6524759441734957 -5.11980601905664 -7.84014784090985
0.00375 3.6660352819260558 -5.128450793142186 -7.839320553881688
0.004 3.679583853010497 -5.137106891183046 -7.838465077083619
0.00425 3.6931216150776915 -5.145774256198287 -7.837581392464095
0.0045000000000000005 3.7066485257919743 -5.1544528311637015 -7.83666948215897
0.00475 3.720164542831327 -5.163142559012292 -7.835729328491582
0.005 3.7336696238875486 -5.1718433826346555 -7.834760913972827
0.00525 3.7471637266664204 -5.180555244879397 -7.833764221301208
0.0055 3.7606468088879046 -5.189278088553576 -7.832739233362906
0.00575 3.774118828286303 -5.198011856423105 -7.831685933231832
0.006 3.7875797426104416 -5.20675649121317 -7.830604304169683
0.00625 3.80102950962386 -5.215511935608666 -7.829494329626038
0.006500000000000001 3.814468087104947 -5.224278132254593 -7.828355993238325
0.00675 3.827895432847176 -5.233055023756493 -7.827189278831987
0.007 3.8413115046592305 -5.241842552680846 -7.825994170420454
0.00725 3.8547162603652163 -5.250640661555526 -7.82477065220523
0.0075 3.8681096578048204 -5.259449292870178 -7.823518708575925
0.00775 3.8814916548335057 -5.268268389076663 -7.822238324110351
0.008 3.8948622093226506 -5.27709789258947 -7.820929483574495
0.00825 3.9082212791597932 -5.285937745786121 -7.819592171922637
0.0085 3.9215688222487444 -5.294787891007616 -7.8182263742973515
0.00875 3.9349047965098 -5.303648270558821 -7.816832076029572
0.009000000000000001 3.9482291598799106 -5.312518826708901 -7.8154092626386245
0.00925 3.9615418703128733 -5.321399501691749 -7.813957919832294
0.0095 3.9748428857794837 -5.330290237706368 -7.812478033506812
0.00975 3.9881321642677356 -5.339190976917326 -7.810969589746945
0.01 4.001409663783001 -5.348101661455158 -7.809432574826044
0.01025 4.014675342348199 -5.357022233416766 -7.807866975206007
0.0105 4.027929158003981 -5.365952634865863 -7.806272777537394
0.010750000000000001 4.041171068808901 -5.374892807833382 -7.8046499686594215
0.011 4.054401032839619 -5.383842694317875 -7.802998535600006
0.01125 4.067619008191063 -5.392802236285956 -7.801318465575791
0.0115 4.080824952976587 -5.4017713756726975 -7.7996097459921785
0.01175 4.094018825328194 -5.410750054382048 -7.797872364443361
0.012 4.107200583396704 -5.419738214287262 -7.796106308712345
0.01225 4.120370185351912 -5.428735797231295 -7.794311566770999
0.0125 4.133527589382786 -5.437742745027237 -7.792488126780031
0.012750000000000001 4.146672753697654 -5.446758999458717 -7.7906359770890665
0.013000000000000001 4.159805636524373 -5.45578450228032 -7.788755106236633
0.01325 4.172926196110502 -5.464819195218012 -7.786845502950202
0.0135 4.186034390723502 -5.473863019969532 -7.7849071561462
0.01375 4.199130178650917 -5.482915918204825 -7.782940054930048
